Soruce,Abstract
s,"With the growth of the video game industry, interest in video game research has increased, leading to the study of Serious Games. Serious Games are generally perceived as games with purposes other than mere entertainment. These purposes range from education to training, marketing to design, among others. By exploiting the potential of these virtual worlds, we can provide the possibility to experience situations that would otherwise be impossible to experience in the real world, mainly due to reasons of cost, safety and time. Web browsers can now provide easy access to realistic virtual worlds with WebGL, which grants video game developers the tools to create compelling and rich environments that can be used in the future by virtually anyone. This paper presents a prototype of a Serious Game developed with WebGL. © 2011 AISTI."
s,"Purpose: The purpose of this paper is to investigate the role of the “Big Five” personality traits (extraversion, openness, agreeableness, conscientiousness and neuroticism) on the adoption of augmented reality (AR), with a particular focus on the role AR may play in interactive marketing. Design/methodology/approach: A quantitative-based approach was followed by a questionnaire survey, which was completed by 230 respondents comprising graduate and postgraduate students, using structural equation modelling. Findings: While the trait of openness was positively associated with the perceived ease of use of AR, the usefulness of AR and subjective norms, the trait of neuroticism was negatively associated with the perceived ease of use of AR. Extraversion was positively associated with subjective norms. Perceived ease of use of AR, the usefulness of AR and subjective norms were positively associated with attitudes toward AR. Practical implications: The data gathered will add a valuable contribution to the currently limited data available on empirical consumer behaviour research, particularly in relation to the adoption of AR for interactive marketing. Originality/value: The findings of this study will benefit academics working on the adoption of technology in rapidly developing fields such as automation and artificial intelligence; the study also contributes to the emerging interdisciplinary domain of psychology, information systems, marketing and human behaviour. © 2021, Emerald Publishing Limited."
s,The proceedings contain 112 papers. The special focus in this conference is on Computing and Information Science. The topics include: Unified electronic currency based on the fourth party platform integrated payment service; research on SaaS and web service based order tracking; evaluation of the industrial economic benefits based on TOPSIS; a DS-UWB cognitive radio system based on bridge function smart codes; the application of virtual reality on distance education; analysis towards VMEM file of a suspended virtual machine; study on feed-forward MAP-based vector control method of vehicle drive motor; circulant graph modeling deterministic small-world networks; the design of logistics information matching platform for highway transportation; hybrid schema matching for deep web; RFID-based critical path expert system for agility manufacture process management; research on the evolutionary strategy based on AIS and its application on numerical integration; research on technique of the cyberspace public opinion detection and tracking; a high performance 50% clock duty cycle regulator; study on risk of enterprise' technology innovation based on ISM; immune clone algorithm to solve the multi-object problems; foreign language teachers' professional development in information age; framework for classifying website content based on folksonomy in social bookmarking; research on internal damping algorithm of marine inertial navigation system; the adaptability evaluation of enterprise information systems; structural damage alarm utilizing modified back-propagation neural networks; computation of virtual regions for constrained hybrid systems; fault diagnosis of diesel engine using vibration signals; the deflection identify of the oil storage tank; the effect of product placement marketing on effectiveness of internet advertising; research on routing selection algorithm based on genetic algorithm; discriminative novel information detection of query-focused update summarization; core image coding based on WP-EBCOT; multiple unmanned air vehicles control using neurobiologically inspired algorithms; an improved frame layer rate control algorithm for H.264; some properties in hexagonal torus as cayley graph; modeling software component based on extended colored Petri net; measurement of software coupling based on structure entropy; a 3D grid model for the corridor alignment; fuzzy control for the swing-up of the inverted pendulum system; stress field in the rail-end during the quenching process; a novel adaptive target tracking algorithm in wireless sensor networks; the worm propagation model with dual dynamic quarantine strategy; a web information retrieval system; a process positioning system for sheet-fed offset press; research of WLAN CAN bus data test system; a framework of simple event detection in surveillance video; a loading device for intervertebral disc tissue engineering; the optimization of spectrum sensing frame time; sensor scheduling target tracking-oriented cluster-based; improved stack algorithm for MIMO wireless communication systems; a SMA actuated earthworm-like robot; research of manufacture time management system based on PLM; distributed workflow service composition based on CTR technology; a geographic location-based security mechanism for intelligent vehicular networks and the role of network and mobility simulators in evaluating vehicular networks.
s,"This study integrated geographic information systems (GIS), location-based services (LBS), mobile augmented reality (MAR), and information related to corporate mobile marketing to create an app for tourists using Android and iPhone systems. The proposed system provides an intuitive information interface capable of augmenting one’s experience in the real world with elements of virtual reality, social networking services, and mobile tour guide functions. The goal was to provide tourists with access to information on tourist attractions, local culture, scenery, and shopping. The proposed tourist information system integrates information and communications technology (ICT) with tourism projects promoted by the Tourism Bureau and the Ministry of Economic Affairs as well as mobile marketing provided by 500 local businesses. The integration of a GIS-based computing engine and a corporate management framework ensures the provision of highly accurate mobile marketing information. © Springer International Publishing Switzerland 2014."
s,"This paper present the creation of a platform, highly scalable and modular, providing new services to the advertising and marketing for the catering industry, taking advantage of the spatial context and user preferences, benefiting from the advantages of Mobile Advertising and Mobile Augmented Reality. © 2013 AISTI."
s,"Via the recent proliferation of consumer-grade head-mounted VR technologies, the retailers as well as related scholarly areas have started to increasingly notice the possible potential of virtual reality. However, there is no coherent understanding of the state-of-the-art of the literature on VR shopping, how VR shopping has been investigated and what empirically indicated benefits VR has for a variety of marketing outcomes. Therefore, in this paper, we systematically review the published body of literature on VR shopping (N = 40). The current study contributes to the VR shopping and marketing literature by mapping the VR technologies, product types, consumer experiences and research methods in the extant literature. The review shows that the literature on VR shopping is still in its infancy and there remains ample room for progression both in breadth and depth in the literature on VR shopping in terms of methodological rigor and theoretical prowess. © 2019 Association for Information Systems. All rights reserved."
s,"People involved in business are increasingly aware of the online social phenomenon and its potential as a marketing tool. Building upon the marketing, social psychology, and information system literature, this study empirically examines a set of functional determinants derived from the technology acceptance model and socio-psychological determinants drawn from the theory of reasoned action and social cognitive theory that may be responsible for the motivations of participants in online social networks. We propose a model by integrating functional, social, and psychological factors in predicting attitude and online social network usage. The survey outcomes from a cross-sectional study among 387 Facebook users in Malaysia support the hypothesised model. This study contributes by extending the cognitive learning theories in predicting online social networking usage. Particularly, this research presents a different perspective on online social networking by exploring the mediating effect of attitude and the moderating role of individual characteristics. This study demonstrates that desirable changes in the perception of functional benefits, self-efficacy, and need for cognition as well as perceptions of social pressure from significant others might lead to corresponding changes in attitude towards online social networking. Results of the study support the model efficacy and predictive ability of the proposed integrative model which may serve as a theoretical foundation for future researchers interested in examining other virtual community engagements such as blogging, online advertising, and online public relations activities. © 2015 Taylor & Francis."
s,"This paper studies three digital media development models in virtual world. We characterize the revenue mechanisms behind each model, by incorporating the concept of horizontal and vertical supply chain integration of digital media industry. We incorporate the core value of digital media development in the first model, which considers digital media as information goods. Pricing, quality differentiation, quantity discrimination, and content design combined determine the VW popularity and the financial performance. Based on the first model, the second model incorporates the advertising revenue. It becomes essential to optimize both information goods revenue and advertising revenue, while increasing one would decrease the other due to the traffic dynamics. Based on the first two models, the third model considers both vertical and horizontal supply chain integration in the digital media industry. In this model, we add one extra dimension of network externality that leads to better understanding of consumers, suppliers, and their mutual interest. Based on these three models, we suggest several strategic implications that facilitate operations, increase revenue, and enhance consumer experience, including strategic alliance, reduction of virtual-real world barriers, and tailored advertisement."
s,"Metaverse is a virtual realization of the physical environment made possible with lifelogging tools like physiological sensors that help in performing life-like virtual interactions amongst users/customers present as avatars in the cyber-physical world. The metaverse is a rapidly growing technology that has the potential to revolutionize the world of sports. In this research work, we used the Scopus database to extract documents published in the domain of sports and metaverse. The descriptive analysis and collaboration analysis of existing literature, and topic modeling Latent Dirichlet Allocation of abstracts highlight the use of augmented reality, virtual reality, blockchain, artificial intelligence, wearables, and the Internet of Things in building domain-specific applications. The findings reveal that these technologies can enhance the learning and training experience for athletes, providing them with immersive and interactive environments to hone their skills. The physical and psychological well-being of athletes can be ensured with the rational use of metaverse. However, the use of these technologies also raises concerns about privacy and the protection of data. The research in the domain of information technology and information systems from marketing is also unexplored. As the metaverse continues to evolve, it is important for the sports industry to address these concerns and ensure that the use of these technologies is done in a responsible and ethical manner. © 2024, IFIP International Federation for Information Processing."
s,"The proceedings contain 222 papers. The special focus in this conference is on Computers in Education. The topics include: Nanocomposite photonic glasses and confined structures tailoring Er3+ - spectroscopic properties; electromigration in interconnect structures of microelectronic circuits; porous silicon prepared on a thin epitaxial silicon layer; coherent Raman scattering of acoustical vibrations of three-dimensional Ge quantum dot supracrystalls; characterization of cold plasmas for new materials preparation by optical spectroscopy methods; structural properties of Ge nanocrystals embedded in SiO2; sub-100 nm silicon nitride hard-mask for high aspect ratio silicon fins; electrical properties of 4H-SiC based schottky diode; comparison of photo-sensitivity of Si and InP IMPATT diodes at 220 GHz; comparison of 1D and 2D model of quantum effects in the simulation of sub-50 nm double-gate MOSFETs; negative resistance active resistor with improved linearity and frequency response; superior-order curvature-corrected voltage reference with low-voltage low-power operation; interconnect properties and the delay time; modelling of on-chip spiral inductors; time-domain response simulation of multiconductor transmission lines excited by an incident electromagnetic filed; comparison of s-parameters measured using time domain reflectometer and vector network analyzer; stochastic pulse arrival - time pick - off resolution; simulations of symmetrical transverse electromagnetic cell; circuit simulation pogram as support tool in mathematical environment; modeling and simulation of PEM fuel cell - power converter system; educational IGBT power switch module; digital filtering in audio mixing devices; USB audio streaming system with FPGA an example of project-based education in microelectronics; constellation switch influence on position accuracy of low-cost GPS receiver; calculating spatial deformations of reinforced concrete bars using grid systems; a new actor-based structure for distributed systems; AMGA WI - AMGA web interface; GSAF - grid storage access framework; communication speed in computational grids; new algorithms in the grid application SALUTE; easy grid management using lustre technologies; grid security infrastructure based on globus toolkit; analysis and development of algorithms for database query command on the grid; invariant associative image memory based on trace transform and KLT; visualizing non linear implicit functions; web services for business applications; grid based 3D rendering; benchmarking of ICT conferences in Croatia; using data warehouse for telecom marketing support; developing a rich and scalable web application using JSF technology; internet protocol over DWDM; ENUM based number portability in VoIP and IMS networks; opis prometnog modela za paketske usluge u UMTS-u; IP mobility extensions to IPv4 networks for mobility-unaware nodes; seamless MIPv6 handover analysis in IEEE 802.11 networks; performance of packet processing in MPLS Linux-based network; latency improvements in 3g long term evolution; content protection system based on hardened personal computers and full users' rights on protected content; new software development trend in controlling media servers - MSML protocol; radius/LDAP authentication in open-source IP PBX; iskustva u dogradnji PBX centrala sa VoIP funkcionalnostima; mobile streaming - expectations, achievements and challenges; usluge modernog telefoniranja T-HT-a, net phone usluge; service provisioning in telecommunication networks using software agents and rule-based approach; a comparison of congestion management mechanisms in voice over internet protocol (VoIP) networks; IMS i sustav naplate u stvarnom vremenu utemeljen na kvaliteti usluge; LUSCA - test framework for network applications; modern challenges in copper-based access networks design from the aspect of providing wideband services; on testing and measurement tools for control of wireless telecommunication networks; integrating change request generator into customer business environment; fault slip through measurement process implementation in CPP software verification; using six sigma methodology to improve telecommunication software maintenance process; active noise control; generic approach to a computer vision; AGCS - modular, extensible and portable computer memory simulator; small surface defects detection on ceramic tiles using digital holography; parametric system identification using dominant pole location; identification of natural gas cooling process using manual mode of controller operation; linear model of PEM fuel cell power system for controller design purposes; computer based measurement system for temperature sensors manufacturing industry; identification and controller design of the biogas plant laboratory model; integrated mobile electrocardiography; modeling and control of PMSM drive using MRAC with signal adaptation algorithm; safety aspects of users operating with HDD external USB case; state feedback optimal controller design for the rotational electromechanical system; Euclidean Steiner minimal tree in simple polygon; control of emotional characteristics of stimuli in virtual reality based psychotherapy; upravljanje sustavom za pozicioniranje s koracnim motorom; distribuirano inteligentno upravljanje rasvjetnim sustavom vozila i detekcija kvara; vizualna kontrola uporabom mrezne kamere; validation of a test setup for a low-cost color classification device using remission/reflection sensors; improving textile colour matching using fuzzy logic; raspoznavanje glasovnih naredbi za mobilne uredaje; developing factual knowledge from medical data by composing ontology structures; automated reasoning systems and remote databases in distributed information systems; English-to-Slovenian by statistical machine translation; a state of the art techniques in semantic analysis of natural language utterances; PHP scripts generator for remote database maintenance based on C++ generative objects; morphosyntactic annotation of Macedonian language using support vector machines; vision-based recognition of hand shapes in Croatian sign language (CROSLAN); artificial neural network for motion control of a six-legged robot; automatic segmentation of Croatian speech; robust image registration based on features extracted from image of edges; bondmaster - computer software for bond management; discipline-related information behaviour research; utilizing dyknow software and pen-based, wireless computing in teaching introductory modern physics; developing an e-learning application for teaching phraseology in foreign languages; evaluation of students by measuring the complexity of their software product; the initiation of new technologies in Croatian education - options and obstacles; computer literacy; RPG kao sustav neformalne edukacije; implementation of synchronous learning environment; electronic learning as a necessity of modern society; computer assisted study of knitted structures; experience in using non-educational software and LMS in teaching informatics; economic aspects of intellectual property; business informatics curriculum; the teacher's role in moderated online course; ampyx - sustav za online provjeru znanja; E-portfolio of teacher training; mind maps in ICT education; CAD programs at power electrical engineering study program; teachers' new role in E-learning educational process; visual novel project-based multimedia course; play and computer in preschool education; learning object as basis of ecourses; learning by doing - mentoring by a virtual teacher; information technology as a factor of efficiency in entrepreneurial development; using a wiki system for learning activities in a specialist English academic course; user interface model and guidelines to support children's learning by the interactive educational software; pedagogical terms of reference and dilemmas; evaluation of online courses as an element of instructional design; E-learning a modern vision of study; the quality augmentation of labor in the perspective of the knowlledge society; on the use of simulation models in learning about production-stocking process; the impact of technology on the travel industry; E-learning experience in teaching SQL course; the concept of concepts in knowledge transfer and knowledge acquisition focused on computer science topics; flowchart in end-user modeling and programming in spreadsheets interface; a gradual approach to programming; multimedia learning systems and its implementation for the subject advanced it skills; a bilingual interactive multimedia learning system and its implementation in the macromedia flash and XML the subject it skills; a gird-based E-assessment IRT-item bank platform; lifelong learning and doctoral studies - facilitation with podcasting techniques; project retrospectives as an improvement method for the new economy software development; new activities in e-government development in Serbia; uloga informacijskih tehnologija u razvoju oblika prodavaonica; document management system - a case study of varazdin county; a method for materializing service oriented government (SOG); information security management systems as fundamental requirement for business success; the importance of computerized banking systems in bank management; the limiting factor for development of e-business in Monetenegro; knowledge management for e-business performance; using the computer science on knowledge based management and virtual organization; zadar tourist destination on the internet; a universal web application design system - toward making web application coding obsolete; data warehousing in the telecommunications industry."
s,"This research focuses on perceptions and reactions to the intangible nature of newly digitized transaction processing systems. For many consumers, the intangibility of information system-based processes generates beliefs that they are fake, non-genuine, artificial and therefore inherently risky to use. This perceived artificiality phenomenon was shown to increase risk concerns, which in-turn inhibited system adoption. Investigating reactions to an e-service replacement of a paper process enabled testing of this proposed conceptual causal chain. Results suggest that the inherent intangibility of e-services creates concerns measured in raised perceived artificiality and perceived risk. Interestingly, mental rather than physical intangibility increased artificiality concerns. Perceived artificiality directly increased risk concerns and indirectly affected system evaluation and adoption, which were primarily affected by system perceived risk. This exploratory research suggests a research model that provides a first step towards understanding the effect of information systems' inherent intangibility on system evaluation and adoption, and may be utilized when testing risk-reducing system enhancements."
s,"People have been sharing information since ancient times. The method of transmission and communication changes concerning the environment and the needs of man. Therefore, marketing has become one of the main representatives and tools of communication in advertising. The development of technology is moving forward in various areas, so marketing communication is not lagging. Day by day, it increases the interconnection between people, companies and institutions through modern information tools. The time when marketing focused primarily on the sale of products and services has to some extent disappeared. The old way of promoting goods has become unattractive to society. Today, on the contrary, communication is advancing, the main interest of which is the feelings and emotions of consumers, and therefore it does not put profit first, but people's satisfaction. The presented article aims to increase the interest of the final consumer in the selected institution by applying a modern marketing strategy—event marketing. Within the application of event marketing, the tools Industry 4.0 were used, which use modern information systems to create a closer connection between the company and customers. For this particular application of Industry 4.0 tools and the implementation of event marketing, we chose a tour of the selected institution using a virtual tour, which should arouse customers' interest in a real visit to the institution and its services. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
s,"Over the past several years, brands have entered the world of video games as part of their branded content strategy. There are two types of video game advertising: advergaming and in-game advertising. The aim of the study was to analyze how is the presence of different brands in the game NBA2K18, along with its different formats. NBA2K18 is a series of basketball video games developed by Sega Dreamcast. This study is positioned in the interpretative paradigm with a qualitative methodology. For data collection, the technique used was the participatory observation. As a result, it was evidence that the different participating brands in NBA2K18 have mimicked with the game storytelling in the players' self-realization process. They have applied both dynamic and static in-game advertising formats throughout the game. Brands have managed to be part of the narrative; this result would have been completely different if they had created a game from scratch as proposed by the advergaming model. © 2021 AISTI."
s,"BioStories is the outcome of a three and a half years research project focused in uniting affective and ubiquitous computing with context aware multimedia content generation and distribution. Its initial premise was based in the possibility of performing real-time automatic emotion assessment trough online biometric channels monitoring and use this information to design on-the-fly dynamic multimedia storylines emotionally adapted, so that end users would unconsciously be choosing the story flow. The emotion assessment process was based on dynamic fusion of biometric channels such as EEG, GSR, respiration rate and volume, skin temperature and heart rate on top of Russell's circumplex model of affect. BioStories' broad scope also allowed for some spin-off projects namely mouse control through EMG that resulted in a patented technology for alternative/inclusive interfaces. Exhaustive experiments showed 87% of success rate for emotion assessment in a dynamic tridimensional virtual environment with an immersiveness score of 4.2 out of 5. The success of the proposed approach allows the vision of its appliance in several domains such as virtual entertainment, videogames and cinema as well as direct marketing, digital TV and domotic appliances."
s,"Ecological degradation is an escalating global threat. Increasingly, people are expressing awareness and priority for concerns about environmental problems surrounding them. Environmental protection issues are highlighted. An appropriate information technology tool, the growing popular social network system (virtual community, VC), facilitates public education and engagement with applications for existent problems effectively. Particularly, the exploration of related involvement behavior of VC member engagement is an interesting topic. Nevertheless, member engagement processes comprise interrelated sub-processes that reflect an interactive experience within VCs as well as the value co-creation model. To address the top-focused ecotourism VCs, this study presents an application of a hybrid expert-based ISM model and DEMATEL model based on multi-criteria decision making tools to investigate the complex multidimensional and dynamic nature of member engagement. Our research findings provide insightful managerial implications and suggest that the viral marketing of ecotourism protection is concerned with practitioners and academicians alike. © 2013 Huan-Ming Chuang et al."
s,"We demonstrate our work on the virtual integration of market information, system performance optimization and system life cycle logistics optimization under the same domain - the mathematic model by a synthetic three-tier client/server configuration. By changing the models and input parameters, we can trade off the system profiles of various design options for the balance between functionality, performance and TCO. Meanwhile, we can also validate and verify the product specification for such a balance. By the portfolio with virtual V&V and quantum computer we proposed recently [5], our specification virtual V&V mechanism can provide a good platform for those IPRs in quantum computer and quantum information to show their computation power to the full extent. Meanwhile, our specification virtual V&V mechanism can also help to make a standard for the coming quantum computer and quantum information market. © 2006 IEEE."
s,"Trust is a focal construct in management, organisational psychology, marketing, and social science fields. In the Information Systems field, researchers have shown an increasing awareness of how it contributes towards the success of virtual environments. However, studies indicate that there is much conceptual and operational confusion surrounding the construct. The objective of this paper is to reduce that confusion by outlining a number of issues that must be considered when researching trust in a computer-mediated environment. This review provides researchers with a refined and holistic understanding of the construct and consequently makes a valuable contribution not only to information systems research but also to the overall body of marketing, trust and diffusion research. Copyright © 2008 Inderscience Enterprises Ltd."
s,"The use of virtual reality (VR) in Marketing research and practice is blooming, which suggests that Marketing can largely benefit from VR applications. In multidisciplinary applications of technology, it is important to organize the results of current studies and to define the terminology to subsidize future studies. To date, there is no literature review regarding the use of VR in all marketing applications. This paper aims to leverage future studies and practices by presenting a systematic review that covers VR immersive applications to Marketing performed by a team of Computer Science, Computer Engineering, Marketing, Psychology and Information System (IS) researchers. From over 630 papers retrieved, 59 papers were reviewed. The findings were analyzed and discussed according to the technological and psychological immersion perspectives and marketing applications. Consumer learning was the most frequent topic investigated. Most studies reported positive outcomes. Gaps and limitations were identified, and future works were suggested. © 2018 Association for Information Systems. All rights reserved."
s,"BioStories is the outcome of a four-year research project focused in uniting affective and ubiquitous computing with context aware multimedia environments real-time generation. Its initial premise was based in the possibility of performing real-time automatic emotion assessment trough online biometric channels monitoring and use this information to design on-the-fly dynamic multimedia storylines emotionally adapted, so that end users would unconsciously be determining the story graph. The emotion assessment process was based on biometric channels dynamic fusion such as EEG, GSR, respiration rate and volume, skin temperature and heart rate on top of Russell's circumplex model of affect. BioStories' broad scope also allowed for some spin-off projects namely mouse control through EMG that resulted in a tested technology for alternative/inclusive interfaces. Exhaustive experiments showed 86% of success rate for emotion assessment, IC95%(p)?(0.81, 0.90), in a dynamic tridimensional virtual environment with an immersiveness user score of 4.3 out of 5. The success of the proposed approach allows the vision of its appliance in several domains such as virtual entertainment, videogames and cinema as well as direct marketing, digital TV and domotic appliances. © 2011 Springer-Verlag Berlin Heidelberg."
s,"Virtual communities not only allow customers to share ideas and help each other, but also provide new venues for vendors to manage customer relationships. Two studies are presented showing how two companies, one in the software industry and one in the airline industry, have successfully enhanced their relationship with customers by strategically participating in virtual communities. Both companies have gained benefits in the forms of customer loyalty, increased customer satisfaction, and less support calls. Our research suggests that companies designate employees to spend a few hours each week to monitor relevant virtual communities. This enables the company to develop an intimate yet informal relationship with customers. Lessons learned from this type of informal support are: the vendor employees need to clearly identify their positions, the support should be unofficial, and the community should not be used as another marketing channel."
s,"In this paper, we present a tele-meeting system which uses an augmented robot agent as the representation of the remote participant. In this system, we augment a 3D volume video of the remote participant over the on-site robot. The robot agent in this system represents a remote user with camera, microphone, and mobility. Using this robot agent, the remote user and the local user can show their appearances and interact with tangible interfaces. This robot agent system can be applied to various tele-meeting applications such as tele-marketing and tele-tutoring. For example, we implemented a tele-marketing system to show the feasibility of the suggested system. © 2008 IEEE."
s,"This study aimed to investigate and provide insight into the drivers and motivations behind users' intentions for using car dashcams. The study utilized a purposive sampling technique with a sample size of 225 and obtained responses through a structured questionnaire. Partial least squares structural equation modeling (PLS-SEM) was performed to verify the proposed hypotheses. The findings demonstrated that the perceived quality of the system, the quality of the information, and the quality of the interaction positively influenced the perceived ease of use and usefulness of using car dashcams. Attitude and behavioral intention were affected by perceived ease of use and usefulness, while perceived usefulness had no influence on intention to use car dashcams. While hedonic motivation and price value impacted behavioral intention, social intention did not affect it. Attitude was found to fully mediate the path between perceived usefulness and behavioral intention. The outcomes of the study incorporate a considerable amount of knowledge into the adoption behavior of telematics literature by integrating prevalent technology adoption models into a unified model: The information system success model (ISS), technology acceptance model (TAM), and unified theory of acceptance and use of technology 2 (UTAUT2). The findings provide valuable insights for marketers, the dash cam industry, and policymakers to enhance their understanding of the critical factors affecting the adoption of car dashcams, which can assist in customizing their marketing campaigns and policies to encourage the usage of dashcams, leading to improved road safety and safe driving behavior.  © 2024 World Scientific Publishing Company."
s,"As can be seen from the fact that the tourism information system, which was produced in paper-based format, is evolving to be based on the Internet, the tourism information platform has been continuously developed with the proliferation of information technology (IT). Social media, which has been rapidly increasing, has become a popular tool for ubiquitously collecting and sharing tourism information based on a mobile digital environment. The evolution of the travel IT system brings a question like, “What will be the next tourism information platform?"" Metaverse has attracted enormous attention because of the combination of the non-face-to-face lifestyles resulting from the prolonged pandemic and convergent digital technologies such as virtual reality (VR) and augmented reality (AR). As the VR, AR, and virtual influencers have been prolific rapidly, it is expected that the Metaverse is vital for marketing toward tourists. This chapter discusses the definition of the Metaverse, some exemplary applications, and its four categories: AR, lifelogging, mirror worlds, and virtual worlds. This chapter provides meaningful insights into tourism marketing by understanding that the Metaverse can be used as a new travel IT platform and promotion channel in the digital environment. © 2024 selection and editorial matter, Alastair M. Morrison and Dimitrios Buhalis."
s,"The concepts of value creation and co-creation have been widely discussed, yet the contribution that information and communication technologies (ICTs) can make in this area is under-researched. The objective of this study is to investigate the nature of value creation and co-creation practices in C2C social commerce highlighting the role of ICT in the practices. This research in progress paper outlines the development of a framework which will be used to investigate the relationship between ICT and value creation in the C2C social commerce environment. The framework concentrates on four key elements in the co-creation of value: the role of ICT; relationships; actors; and types of value. The framework has been developed based on an extensive literature review of relevant research in the areas of Marketing and Information Systems. The intention is to test the framework on C2C social commerce sites in South East Asia. © Syahida Hassan and Janet Toland 2013."
s,"Recent attempts to apply virtual reality to e-commerce implies the need for a better understanding of this emerging immersive presentation medium as an approach for digitisation and marketing of product and brand. Compared with two-dimensional presentation media (e.g. text and images), virtual reality is much more capable of enabling ""presence"", the perceptual illusion of nonmediation or the feeling of being in the virtual environment instead of in the real world. This explorative study will investigate what characteristics of immersive virtual reality artefacts and their associated virtual space to digitally stimulate ""presence"", and whether and how ""presence"" can affect consumers' online shopping behaviour. By adopting a phenomenological approach, the findings will help to sensemake relationships of presence in online shopping context among concrete virtual environment design options, presence, and other relevant constructs, through the analysis of data collected from semi-structured interviews of users of a virtual reality shopping app. © ACIS 2017."
s,"The term “smart city” has recently become greatly widespread in academic and political discourse. Nevertheless, this is rather a marketing term that unites a number of technological (and other) areas: Internet of Things (IoT), augmented and virtual reality (AR/VR), communication networks. The latest generation of networks is essential for the development of digital ecosystems of smart cities. It has been assumed that the smart city and 5G networks form an emerging technological area. The goal of the work is to study the structure of the development and implementation of new technologies for the urban environment on the sample of 5G-based technologies. For the analysis of new technologies in the selected subject area, a study of patent landscapes and scientometric analysis of the topic field has been conducted. The object of the scientometric analysis is the study of citation patterns. The use of the patent landscape is based on the information systems and databases of patent information developed by patent offices and commercial companies and consists of visualizing the logical connections between various indicators of patent activity, on the one hand, and technological and market trends, on the other. Together, the scientometric and patent landscape show the most promising areas of technological research. The results of the study can be used in further theoretical and applied research, in the formation of government policy in research and development, as well as in decision-making in the field of urban management. © 2019, Geographical Institute ""Jovan Cviji"" of the Serbian Academy of Sciences and Arts. All rights reserved."
s,"Technological developments have forced several sectors to adapt to technology, one of which is the tourism sector. Departing from the need for effective and efficient promotional tools in the development and marketing strategies of potential tourism destinations in Indonesia, this study aims to develop a tourism information system (SIPADU) with the concept of m-tourism based on android using virtual reality technology. The research and development (R&D) was used as a research method by applying ADDIE model (analysis, design, develop, implementation, and evaluation) in the development process. This study found that SIPADU, in practical terms, is feasible to be used as an effective Android-based promotional media for tourism promotion in Indonesia. In addition, the development of this product can help travelers to obtain tourist information easily and quickly, and can become a medium for sustainable tourism development. © 2021 Editura Universitatii din Oradea. All rights reserved."
s,"The strategies adopted by the automotive industry for order fulfillment are discussed. Vehicle manufacturers (VM) need ways to shorten the cycle from order taking to delivery of vehicle to the customers. The Internet and integrated information systems have helped the VMs in maintaining the production schedule. When a customization service is offered, the customer can select, combine and configure attributes of a vehicle rather than accept a selection from a pre-configured set of variants. The objective for managing the pipeline in a virtual-build-to-order (VBTO) system is to satisfy customers by matching their specification and lead-time expectations."
s,"Virtual worlds are three-dimensional, computer-generated worlds in which users take the form of avatars and use those avatars to interact with objects and other avatars in the virtual world. Virtual worlds are growing in importance in both educational institutions and businesses. Educational institutions have adopted virtual worlds as a medium for instructional delivery whereas businesses are using virtual worlds for recruitment, training, collaboration, and marketing. Given these emerging phenomena, a better understanding of behavioral and perceptual issues in virtual worlds is warranted. We propose a research model to study the interaction effects of gender stereotypicality of male and female avatars and gender typicality of tasks on trust perceptions. Gender stereotypes have been widely studied in the real world along with their effects on trust perceptions. An experiment is proposed to examine the effects of gender stereotypes on trust perceptions in virtual worlds. Implications and expected contributions are also discussed. © (2009) by the AIS/ICIS Administrative Office All rights reserved."
s,"Variable economic conditions, new forms of customer buying behavior and in particular new technology is likely to cause the emergence of new or growing existing hospitality markets. In developed European economies, all the more attention is paid to studying the role of new technologies in the field of hospitality marketing. Research focus will be directed towards the usage of technological systems in marketing of hospitality. Internet, as one of the most significant technological phenomena of our time, provides hotel managers completely new competitive opportunities, of which the most significant opportunity to provide immediate and always open access to information throughout the world. According to latest researches, Croatian hotel managers usually use these technological systems: Own web site, System to access the Internet, Points of sale (POS), System of calculating the telephone calls, Local area network (LAN), Uniform system of accounts for lodging Industry (USALI), Intranet system, Central reservation system (CRS), Marketing information system (MIS) and. Object management system (PMS). Modern hotel managers want to achieve automation of marketing strategies and interactive communication with potential guests. However, certain hotels are still not developed a marketing strategy through the Internet pages. Adjustment trends must be timely and possible, so it is necessary to intensify investment in that direction. As a result, it is assumed that the possibility of information and purchase via the Internet to stimulate the future purchase of tourists and change their previous spending habits. To make hotel companies improve their e-marketing strategy, the research shows insufficient usage of the following Web 2.0 tools in Croatian hospitality market: Instant Messaging, Internet Relay Chat, Internet Forums, Social Network Services, Social Guides, Social Bookmarking, Social Reputation Network, Web logs, Social Citations, Peer-to-peer Social Networks, Virtual Presence, Virtual Worlds Massively Multiplayer Online Games, VOIP - Internet Telephony and Mobile Internet. Establishing relationships and technological innovations significantly affect the shortening of business cycles and thus the importance of creating competitive advantages in the hospitality industry of Croatia. © 2011 IEEE."
