Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords,Index Keywords,Publisher
Rios-Pino L.F.; Mejia-Perea J.E.; Gallardo-Echenique E.,"Rios-Pino, Luis F. (57273012100); Mejia-Perea, Jose E. (57273997900); Gallardo-Echenique, Eliana (56495508200)",57273012100; 57273997900; 56495508200,Brand integration in NBA2K18 Virtual World; [Integración de las marcas en el mundo virtual del NBA2K18],2021,"Iberian Conference on Information Systems and Technologies, CISTI",,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115780245&doi=10.23919%2fCISTI52073.2021.9476479&partnerID=40&md5=57288af975d718de8be9d8fc9abc7cdf,"Over the past several years, brands have entered the world of video games as part of their branded content strategy. There are two types of video game advertising: advergaming and in-game advertising. The aim of the study was to analyze how is the presence of different brands in the game NBA2K18, along with its different formats. NBA2K18 is a series of basketball video games developed by Sega Dreamcast. This study is positioned in the interpretative paradigm with a qualitative methodology. For data collection, the technique used was the participatory observation. As a result, it was evidence that the different participating brands in NBA2K18 have mimicked with the game storytelling in the players' self-realization process. They have applied both dynamic and static in-game advertising formats throughout the game. Brands have managed to be part of the narrative; this result would have been completely different if they had created a game from scratch as proposed by the advergaming model. © 2021 AISTI.",advertising; in game advertising; videogames; virtual worlds,Human computer interaction; Information systems; Information use; Interactive computer graphics; Virtual reality; Advertizing; Data collection; In game advertizing; Participatory observations; Qualitative methodologies; Realization process; Video-games; Virtual worlds; Marketing,IEEE Computer Society
Vinhas V.; Oliveira E.; Reis L.P.,"Vinhas, Vasco (24831373700); Oliveira, Eugénio (7102178756); Reis, Luís Paulo (13907511600)",24831373700; 7102178756; 13907511600,BioStories - Dynamic multimedia interfaces based on automatic real-time user emotion assessment,2010,ICEIS 2010 - Proceedings of the 12th International Conference on Enterprise Information Systems,5 HCI,,,21,29,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649844333&partnerID=40&md5=e746ee7d042d15fddbcfae13173328d4,"BioStories is the outcome of a three and a half years research project focused in uniting affective and ubiquitous computing with context aware multimedia content generation and distribution. Its initial premise was based in the possibility of performing real-time automatic emotion assessment trough online biometric channels monitoring and use this information to design on-the-fly dynamic multimedia storylines emotionally adapted, so that end users would unconsciously be choosing the story flow. The emotion assessment process was based on dynamic fusion of biometric channels such as EEG, GSR, respiration rate and volume, skin temperature and heart rate on top of Russell's circumplex model of affect. BioStories' broad scope also allowed for some spin-off projects namely mouse control through EMG that resulted in a patented technology for alternative/inclusive interfaces. Exhaustive experiments showed 87% of success rate for emotion assessment in a dynamic tridimensional virtual environment with an immersiveness score of 4.2 out of 5. The success of the proposed approach allows the vision of its appliance in several domains such as virtual entertainment, videogames and cinema as well as direct marketing, digital TV and domotic appliances.",Biometric channels; Dynamic interfaces; Emotion assessment; Multimedia content,Biometrics; Digital television; Marketing; Patents and inventions; Rating; Ubiquitous computing; Virtual reality; Assessment process; Context-Aware; Digital TV; Direct marketing; Dynamic interfaces; Emotion assessment; End users; Heart rates; Immersiveness; Multimedia contents; Multimedia interfaces; ON dynamics; On-the-fly; Patented technology; Respiration rate; Skin temperatures; Storylines; User emotions; Video game; Virtual environments; Information systems,
Chuang H.-M.; Lin C.-K.; Chen D.-R.; Chen Y.-S.,"Chuang, Huan-Ming (25924272400); Lin, Chien-Ku (55359887800); Chen, Da-Ren (55724991200); Chen, You-Shyang (23134360200)",25924272400; 55359887800; 55724991200; 23134360200,Evolving MCDM applications using hybrid expert-based ISM and DEMATEL models: An example of sustainable ecotourism,2013,The Scientific World Journal,2013,,751728,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896351360&doi=10.1155%2f2013%2f751728&partnerID=40&md5=8d61cbeb6d04fa8fabf9fb75b1303dfe,"Ecological degradation is an escalating global threat. Increasingly, people are expressing awareness and priority for concerns about environmental problems surrounding them. Environmental protection issues are highlighted. An appropriate information technology tool, the growing popular social network system (virtual community, VC), facilitates public education and engagement with applications for existent problems effectively. Particularly, the exploration of related involvement behavior of VC member engagement is an interesting topic. Nevertheless, member engagement processes comprise interrelated sub-processes that reflect an interactive experience within VCs as well as the value co-creation model. To address the top-focused ecotourism VCs, this study presents an application of a hybrid expert-based ISM model and DEMATEL model based on multi-criteria decision making tools to investigate the complex multidimensional and dynamic nature of member engagement. Our research findings provide insightful managerial implications and suggest that the viral marketing of ecotourism protection is concerned with practitioners and academicians alike. © 2013 Huan-Ming Chuang et al.",,"Conservation of Natural Resources; Decision Support Techniques; Ecosystem; Models, Organizational; Taiwan; Travel; article; attitude; case study; commercial phenomena; consumer; decision making; empirical research; environmental protection; human; information system; Internet; investment; satisfaction; social network; social problem; social structure; sustainable development; tourism; virtual reality; decision support system; ecosystem; methodology; nonbiological model; Taiwan; travel",ScientificWorld Ltd.
Chang M.,"Chang, Muchiu (8404469500)",8404469500,Virtual validation and verification of a product specification,2006,Proceedings - Annual Reliability and Maintainability Symposium,,,1677342,7,12,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250205603&doi=10.1109%2fRAMS.2006.1677342&partnerID=40&md5=94d696e4572d2eaa76d8424f141b33e4,"We demonstrate our work on the virtual integration of market information, system performance optimization and system life cycle logistics optimization under the same domain - the mathematic model by a synthetic three-tier client/server configuration. By changing the models and input parameters, we can trade off the system profiles of various design options for the balance between functionality, performance and TCO. Meanwhile, we can also validate and verify the product specification for such a balance. By the portfolio with virtual V&V and quantum computer we proposed recently [5], our specification virtual V&V mechanism can provide a good platform for those IPRs in quantum computer and quantum information to show their computation power to the full extent. Meanwhile, our specification virtual V&V mechanism can also help to make a standard for the coming quantum computer and quantum information market. © 2006 IEEE.",Integrated logistic support; Maintainability; Reliability; Simulation; Total cost of ownership; Virtual prototyping,Computer simulation; Costs; Maintainability; Marketing; Optimization; Verification; Virtual reality; Integrated logistic support; Total cost of ownership; Virtual prototyping; Reliability analysis,
Connolly R.,"Connolly, Regina (16400788200)",16400788200,Trust and the virtual environment: Research and methodological considerations,2008,International Journal of Networking and Virtual Organisations,5,4-Mar,,259,274,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45849126883&doi=10.1504%2fIJNVO.2008.018823&partnerID=40&md5=9acc8fd6399af3a4299a18b426335c4e,"Trust is a focal construct in management, organisational psychology, marketing, and social science fields. In the Information Systems field, researchers have shown an increasing awareness of how it contributes towards the success of virtual environments. However, studies indicate that there is much conceptual and operational confusion surrounding the construct. The objective of this paper is to reduce that confusion by outlining a number of issues that must be considered when researching trust in a computer-mediated environment. This review provides researchers with a refined and holistic understanding of the construct and consequently makes a valuable contribution not only to information systems research but also to the overall body of marketing, trust and diffusion research. Copyright © 2008 Inderscience Enterprises Ltd.",Antecedents; Conceptual issues; eCommerce; Information systems; Perceived risk; Trust; Virtual environment,Commerce; Electronic commerce; Information systems; Information use; Marketing; Antecedents; Computer-mediated environment; Conceptual issues; Organisational; Perceived risk; Trust; Virtual reality,Inderscience Publishers
Queiroz A.C.M.; Nascimento A.M.; Alejandro T.B.; Tori R.; De Melo V.V.; De Souza Meirelles F.; Da Silva Leme M.I.,"Queiroz, Anna C. Muller (57202706514); Nascimento, Alexandre Moreira (23397934200); Alejandro, Thomas Brashear (57003364100); Tori, Romero (6506708587); De Melo, Vinicius Veloso (19638309100); De Souza Meirelles, Fernando (56866202800); Da Silva Leme, Maria Isabel (55181892000)",57202706514; 23397934200; 57003364100; 6506708587; 19638309100; 56866202800; 55181892000,Virtual reality in marketing: Technological and psychological immersion,2018,"Americas Conference on Information Systems 2018: Digital Disruption, AMCIS 2018",,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054241362&partnerID=40&md5=2c8ddd2e503de807f060e92c4fda186a,"The use of virtual reality (VR) in Marketing research and practice is blooming, which suggests that Marketing can largely benefit from VR applications. In multidisciplinary applications of technology, it is important to organize the results of current studies and to define the terminology to subsidize future studies. To date, there is no literature review regarding the use of VR in all marketing applications. This paper aims to leverage future studies and practices by presenting a systematic review that covers VR immersive applications to Marketing performed by a team of Computer Science, Computer Engineering, Marketing, Psychology and Information System (IS) researchers. From over 630 papers retrieved, 59 papers were reviewed. The findings were analyzed and discussed according to the technological and psychological immersion perspectives and marketing applications. Consumer learning was the most frequent topic investigated. Most studies reported positive outcomes. Gaps and limitations were identified, and future works were suggested. © 2018 Association for Information Systems. All rights reserved.",Immersion; Marketing; Systematic review; Virtual reality,Commerce; Information systems; Information use; Virtual reality; Computer engineering; Immersion; Immersive application; Literature reviews; Marketing application; Marketing research; Systematic Review; VR applications; Marketing,Association for Information Systems
Vinhas V.; Oliveira E.; Reis L.P.,"Vinhas, Vasco (24831373700); Oliveira, Eugénio (7102178756); Reis, Luís Paulo (13907511600)",24831373700; 7102178756; 13907511600,BioStories: Dynamic multimedia environments based on real-time audience emotion assessment,2011,Lecture Notes in Business Information Processing,73 LNBIP,,,512,525,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876256761&doi=10.1007%2f978-3-642-19802-1_35&partnerID=40&md5=1303d0aff9bc350134643fc365152310,"BioStories is the outcome of a four-year research project focused in uniting affective and ubiquitous computing with context aware multimedia environments real-time generation. Its initial premise was based in the possibility of performing real-time automatic emotion assessment trough online biometric channels monitoring and use this information to design on-the-fly dynamic multimedia storylines emotionally adapted, so that end users would unconsciously be determining the story graph. The emotion assessment process was based on biometric channels dynamic fusion such as EEG, GSR, respiration rate and volume, skin temperature and heart rate on top of Russell's circumplex model of affect. BioStories' broad scope also allowed for some spin-off projects namely mouse control through EMG that resulted in a tested technology for alternative/inclusive interfaces. Exhaustive experiments showed 86% of success rate for emotion assessment, IC95%(p)≈(0.81, 0.90), in a dynamic tridimensional virtual environment with an immersiveness user score of 4.3 out of 5. The success of the proposed approach allows the vision of its appliance in several domains such as virtual entertainment, videogames and cinema as well as direct marketing, digital TV and domotic appliances. © 2011 Springer-Verlag Berlin Heidelberg.",Biometric channels; Dynamic interfaces; Emotion assessment; Multimedia content,Biometrics; Digital television; Ubiquitous computing; Virtual reality; Assessment process; Circumplex models; Context-aware multimedias; Dynamic interface; Emotion assessment; Multimedia contents; Multimedia environment; Skin temperatures; Information systems,Springer Verlag
Merin Y.; Wang W.,"Merin, Y. (56636278700); Wang, W. (59102682800)",56636278700; 59102682800,The benefits of unexpected informal customer support from vendors in online communities,2008,"14th Americas Conference on Information Systems, AMCIS 2008",5,,,3281,3288,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870266434&partnerID=40&md5=e5790615a59d0830e6b03d55a6e0562a,"Virtual communities not only allow customers to share ideas and help each other, but also provide new venues for vendors to manage customer relationships. Two studies are presented showing how two companies, one in the software industry and one in the airline industry, have successfully enhanced their relationship with customers by strategically participating in virtual communities. Both companies have gained benefits in the forms of customer loyalty, increased customer satisfaction, and less support calls. Our research suggests that companies designate employees to spend a few hours each week to monitor relevant virtual communities. This enables the company to develop an intimate yet informal relationship with customers. Lessons learned from this type of informal support are: the vendor employees need to clearly identify their positions, the support should be unofficial, and the community should not be used as another marketing channel.",Crm; Knowledge sharing; Online communities; Theory of weak ties; Vendor participation; Virtual communities,Customer satisfaction; Information systems; Online systems; Public relations; Software engineering; Virtual reality; Websites; Crm; Knowledge-sharing; Online communities; Vendor participation; Virtual community; Weak ties; Sales,
Hwang J.; Lee S.; Ahn S.C.; Kim H.-G.,"Hwang, Jane (36616320500); Lee, Sangyup (58618962800); Ahn, Sang Chul (7401989835); Kim, Hyoung-Gon (37052081300)",36616320500; 58618962800; 7401989835; 37052081300,Augmented robot agent: Enhancing co-presence of the remote participant,2008,"Proceedings - 7th IEEE International Symposium on Mixed and Augmented Reality 2008, ISMAR 2008",,,4637346,161,162,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349143308&doi=10.1109%2fISMAR.2008.4637346&partnerID=40&md5=27ca17b0ac5c37de697e7dcfde0ffbc5,"In this paper, we present a tele-meeting system which uses an augmented robot agent as the representation of the remote participant. In this system, we augment a 3D volume video of the remote participant over the on-site robot. The robot agent in this system represents a remote user with camera, microphone, and mobility. Using this robot agent, the remote user and the local user can show their appearances and interact with tangible interfaces. This robot agent system can be applied to various tele-meeting applications such as tele-marketing and tele-tutoring. For example, we implemented a tele-marketing system to show the feasibility of the suggested system. © 2008 IEEE.","H.5.1 [information interfaces and presentation]:; Multimedia information systems-artificial, augmented, and virtual realities;","Marketing; Robotics; Robots; Virtual reality; Agent systems; H.5.1 [information interfaces and presentation]:; Multimedia information systems-artificial, augmented, and virtual realities; Remote users; Tangible interfaces; Multimedia systems",
Ashrafi D.M.,"Ashrafi, Dewan Mehrab (57201678834)",57201678834,Technology Takes the Wheel: Unveiling the Drivers of Car Dashcam Adoption,2024,International Journal of Innovation and Technology Management,,,2450024,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183675152&doi=10.1142%2fS021987702450024X&partnerID=40&md5=bec0da2f871fb23af5dd74eba6ecc896,"This study aimed to investigate and provide insight into the drivers and motivations behind users' intentions for using car dashcams. The study utilized a purposive sampling technique with a sample size of 225 and obtained responses through a structured questionnaire. Partial least squares structural equation modeling (PLS-SEM) was performed to verify the proposed hypotheses. The findings demonstrated that the perceived quality of the system, the quality of the information, and the quality of the interaction positively influenced the perceived ease of use and usefulness of using car dashcams. Attitude and behavioral intention were affected by perceived ease of use and usefulness, while perceived usefulness had no influence on intention to use car dashcams. While hedonic motivation and price value impacted behavioral intention, social intention did not affect it. Attitude was found to fully mediate the path between perceived usefulness and behavioral intention. The outcomes of the study incorporate a considerable amount of knowledge into the adoption behavior of telematics literature by integrating prevalent technology adoption models into a unified model: The information system success model (ISS), technology acceptance model (TAM), and unified theory of acceptance and use of technology 2 (UTAUT2). The findings provide valuable insights for marketers, the dash cam industry, and policymakers to enhance their understanding of the critical factors affecting the adoption of car dashcams, which can assist in customizing their marketing campaigns and policies to encourage the usage of dashcams, leading to improved road safety and safe driving behavior.  © 2024 World Scientific Publishing Company.",augmented reality; Dashcam; information system success; UTAUT; vehicle safety,,World Scientific
Kim M.J.; Kim D.-Y.,"Kim, Min Jung (58566723500); Kim, Dae-Young (59111335500)",58566723500; 59111335500,The metaverse as a new travel marketing platform,2023,Routledge Handbook of Trends and Issues in Global Tourism Supply and Demand,,,,209,220,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170165952&doi=10.4324%2f9781003260790-22&partnerID=40&md5=ab687d8a51d7574c7b04416350b73113,"As can be seen from the fact that the tourism information system, which was produced in paper-based format, is evolving to be based on the Internet, the tourism information platform has been continuously developed with the proliferation of information technology (IT). Social media, which has been rapidly increasing, has become a popular tool for ubiquitously collecting and sharing tourism information based on a mobile digital environment. The evolution of the travel IT system brings a question like, “What will be the next tourism information platform?"" Metaverse has attracted enormous attention because of the combination of the non-face-to-face lifestyles resulting from the prolonged pandemic and convergent digital technologies such as virtual reality (VR) and augmented reality (AR). As the VR, AR, and virtual influencers have been prolific rapidly, it is expected that the Metaverse is vital for marketing toward tourists. This chapter discusses the definition of the Metaverse, some exemplary applications, and its four categories: AR, lifelogging, mirror worlds, and virtual worlds. This chapter provides meaningful insights into tourism marketing by understanding that the Metaverse can be used as a new travel IT platform and promotion channel in the digital environment. © 2024 selection and editorial matter, Alastair M. Morrison and Dimitrios Buhalis.",,,Taylor and Francis
Hassan S.; Toland J.,"Hassan, Syahida (56069848900); Toland, Janet (22939380600)",56069848900; 22939380600,A conceptual framework for value co-creation practices in C2C social commerce environment,2013,Proceedings of the 24th Australasian Conference on Information Systems,,,,,,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923876126&partnerID=40&md5=f49ed950f7deee5a3f0ddf60d3580877,"The concepts of value creation and co-creation have been widely discussed, yet the contribution that information and communication technologies (ICTs) can make in this area is under-researched. The objective of this study is to investigate the nature of value creation and co-creation practices in C2C social commerce highlighting the role of ICT in the practices. This research in progress paper outlines the development of a framework which will be used to investigate the relationship between ICT and value creation in the C2C social commerce environment. The framework concentrates on four key elements in the co-creation of value: the role of ICT; relationships; actors; and types of value. The framework has been developed based on an extensive literature review of relevant research in the areas of Marketing and Information Systems. The intention is to test the framework on C2C social commerce sites in South East Asia. © Syahida Hassan and Janet Toland 2013.",Social commerce; Value co-creation; Virtual community,Information systems; Virtual reality; Co-creation of values; Conceptual frameworks; Information and Communication Technologies; Literature reviews; Social commerces; Southeast Asia; Value co creations; Virtual community; Commerce,RMIT University
Zeng W.; Richardson A.,"Zeng, Wanxian (57204069706); Richardson, Alex (7402533740)",57204069706; 7402533740,Using immersive virtual reality to create presence in online shopping,2017,"Proceedings of the 28th Australasian Conference on Information Systems, ACIS 2017",,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088921152&partnerID=40&md5=f2893331fa9fed56ad3396c1493e2a16,"Recent attempts to apply virtual reality to e-commerce implies the need for a better understanding of this emerging immersive presentation medium as an approach for digitisation and marketing of product and brand. Compared with two-dimensional presentation media (e.g. text and images), virtual reality is much more capable of enabling ""presence"", the perceptual illusion of nonmediation or the feeling of being in the virtual environment instead of in the real world. This explorative study will investigate what characteristics of immersive virtual reality artefacts and their associated virtual space to digitally stimulate ""presence"", and whether and how ""presence"" can affect consumers' online shopping behaviour. By adopting a phenomenological approach, the findings will help to sensemake relationships of presence in online shopping context among concrete virtual environment design options, presence, and other relevant constructs, through the analysis of data collected from semi-structured interviews of users of a virtual reality shopping app. © ACIS 2017.",Digitisation; Electronic Commerce; Immersive Virtual Reality; Presence; Virtual Space,Electronic commerce; Information systems; Information use; Analysis of data; Digitisation; Environment design; Immersive virtual reality; Online shopping; Phenomenological approach; Semi structured interviews; Virtual spaces; Virtual reality,Formal Power Series and Algebraic Combinatorics
Kochetkov D.; Vuković D.; Sadekov N.; Levkiv H.,"Kochetkov, Dmitry (57194605735); Vuković, Darko (57031563800); Sadekov, Nail (57208919910); Levkiv, Halyna (56530860500)",57194605735; 57031563800; 57208919910; 56530860500,Smart cities and 5G networks: An emerging technological area?,2019,Journal of the Geographical Institute Jovan Cvijic SASA,69,3,,289,295,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077216463&doi=10.2298%2fIJGI1903289K&partnerID=40&md5=9a93e01d10286f90cef6850dcac93cd6,"The term “smart city” has recently become greatly widespread in academic and political discourse. Nevertheless, this is rather a marketing term that unites a number of technological (and other) areas: Internet of Things (IoT), augmented and virtual reality (AR/VR), communication networks. The latest generation of networks is essential for the development of digital ecosystems of smart cities. It has been assumed that the smart city and 5G networks form an emerging technological area. The goal of the work is to study the structure of the development and implementation of new technologies for the urban environment on the sample of 5G-based technologies. For the analysis of new technologies in the selected subject area, a study of patent landscapes and scientometric analysis of the topic field has been conducted. The object of the scientometric analysis is the study of citation patterns. The use of the patent landscape is based on the information systems and databases of patent information developed by patent offices and commercial companies and consists of visualizing the logical connections between various indicators of patent activity, on the one hand, and technological and market trends, on the other. Together, the scientometric and patent landscape show the most promising areas of technological research. The results of the study can be used in further theoretical and applied research, in the formation of government policy in research and development, as well as in decision-making in the field of urban management. © 2019, Geographical Institute ""Jovan Cviji"" of the Serbian Academy of Sciences and Arts. All rights reserved.",5G; 6G; Patent landscape; Scientometric analysis; Urban geography,,"Geographical Institute ""Jovan Cviji"" of the Serbian Academy of Sciences and Arts"
Idris I.; Adi K.R.; Firmansyah R.; Nadhianty A.; Mobaroq M.H.; Putri P.G.; Pratama A.S.; Wahono E.R.,"Idris, Idris (57201618174); Adi, Khofifatu Rohmah (57217222004); Firmansyah, Rizky (57215961811); Nadhianty, Ardhina (57223336123); Mobaroq, Mokhamad Husni (57223347232); Putri, Pangestu Gusti (57223339604); Pratama, Adam Satriya (57223334083); Wahono, Efrina Rizkya (57223334752)",57201618174; 57217222004; 57215961811; 57223336123; 57223347232; 57223339604; 57223334083; 57223334752,Developing smart tourism using virtual reality as a tourism promotion strategy in Indonesia,2021,Geojournal of Tourism and Geosites ,35,2,,332,337,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105638417&doi=10.30892%2fGTG.35210-656&partnerID=40&md5=59c89d9ff647a87306ec9b3ad31d0824,"Technological developments have forced several sectors to adapt to technology, one of which is the tourism sector. Departing from the need for effective and efficient promotional tools in the development and marketing strategies of potential tourism destinations in Indonesia, this study aims to develop a tourism information system (SIPADU) with the concept of m-tourism based on android using virtual reality technology. The research and development (R&D) was used as a research method by applying ADDIE model (analysis, design, develop, implementation, and evaluation) in the development process. This study found that SIPADU, in practical terms, is feasible to be used as an effective Android-based promotional media for tourism promotion in Indonesia. In addition, the development of this product can help travelers to obtain tourist information easily and quickly, and can become a medium for sustainable tourism development. © 2021 Editura Universitatii din Oradea. All rights reserved.",Android-based; Promotion strategy; SIPADU; Smart tourism; Tourist destination,Indonesia; detection method; ecotourism; research and development; strategic approach; technological development; tourism development; virtual reality,Editura Universitatii din Oradea
Brabazon P.; MacCarthy B.,"Brabazon, Philip (6602508299); MacCarthy, Bart (7004667290)",6602508299; 7004667290,Giving customers the car they want,2004,Manufacturing Engineer,83,1,,26,29,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642411987&doi=10.1049%2fme%3a20040105&partnerID=40&md5=9fcc46aef216cf01458cbc9fd307951e,"The strategies adopted by the automotive industry for order fulfillment are discussed. Vehicle manufacturers (VM) need ways to shorten the cycle from order taking to delivery of vehicle to the customers. The Internet and integrated information systems have helped the VMs in maintaining the production schedule. When a customization service is offered, the customer can select, combine and configure attributes of a vehicle rather than accept a selection from a pre-configured set of variants. The objective for managing the pipeline in a virtual-build-to-order (VBTO) system is to satisfy customers by matching their specification and lead-time expectations.",,Automobile manufacture; Cost effectiveness; Customer satisfaction; Industrial management; Information management; Internet; Investments; Marketing; Operations research; Technological forecasting; Virtual reality; Automotive pipelines; Customization services; Supply chain management; Automotive engineering,Institution of Engineering and Technology
DeWester D.; Nah F.F.-H.; Gervais S.J.; Siau K.,"DeWester, David (24479374200); Nah, Fiona Fui-Hoon (8967145400); Gervais, Sarah J. (8523304800); Siau, Keng (7003774702)",24479374200; 8967145400; 8523304800; 7003774702,Are male and female avatars perceived equally in 3-D virtual worlds?,2009,"15th Americas Conference on Information Systems 2009, AMCIS 2009",5,,,3088,3095,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870364449&partnerID=40&md5=2802e0ee8f9df0f075596b386d9abeb5,"Virtual worlds are three-dimensional, computer-generated worlds in which users take the form of avatars and use those avatars to interact with objects and other avatars in the virtual world. Virtual worlds are growing in importance in both educational institutions and businesses. Educational institutions have adopted virtual worlds as a medium for instructional delivery whereas businesses are using virtual worlds for recruitment, training, collaboration, and marketing. Given these emerging phenomena, a better understanding of behavioral and perceptual issues in virtual worlds is warranted. We propose a research model to study the interaction effects of gender stereotypicality of male and female avatars and gender typicality of tasks on trust perceptions. Gender stereotypes have been widely studied in the real world along with their effects on trust perceptions. An experiment is proposed to examine the effects of gender stereotypes on trust perceptions in virtual worlds. Implications and expected contributions are also discussed. © (2009) by the AIS/ICIS Administrative Office All rights reserved.",Avatars; Perception of avatars; Stereotypicality; Virtual worlds,Information systems; Interactive computer graphics; Social sciences; Virtual reality; Avatars; Educational institutions; Interaction effect; Research models; Stereotypicality; Virtual worlds; Three dimensional computer graphics,
Andrlic B.,"Andrlic, Berislav (35232415700)",35232415700,Competitive advantages of the adoption and use of technological systems in hospitality marketing: The case study of Croatia,2011,"Proceedings - 6th International Symposium on Parallel Computing in Electrical Engineering, PARELEC 2011",,,5770416,139,144,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958713691&doi=10.1109%2fPARELEC.2011.39&partnerID=40&md5=de7125db81be68100f75b1d31c508ed7,"Variable economic conditions, new forms of customer buying behavior and in particular new technology is likely to cause the emergence of new or growing existing hospitality markets. In developed European economies, all the more attention is paid to studying the role of new technologies in the field of hospitality marketing. Research focus will be directed towards the usage of technological systems in marketing of hospitality. Internet, as one of the most significant technological phenomena of our time, provides hotel managers completely new competitive opportunities, of which the most significant opportunity to provide immediate and always open access to information throughout the world. According to latest researches, Croatian hotel managers usually use these technological systems: Own web site, System to access the Internet, Points of sale (POS), System of calculating the telephone calls, Local area network (LAN), Uniform system of accounts for lodging Industry (USALI), Intranet system, Central reservation system (CRS), Marketing information system (MIS) and. Object management system (PMS). Modern hotel managers want to achieve automation of marketing strategies and interactive communication with potential guests. However, certain hotels are still not developed a marketing strategy through the Internet pages. Adjustment trends must be timely and possible, so it is necessary to intensify investment in that direction. As a result, it is assumed that the possibility of information and purchase via the Internet to stimulate the future purchase of tourists and change their previous spending habits. To make hotel companies improve their e-marketing strategy, the research shows insufficient usage of the following Web 2.0 tools in Croatian hospitality market: Instant Messaging, Internet Relay Chat, Internet Forums, Social Network Services, Social Guides, Social Bookmarking, Social Reputation Network, Web logs, Social Citations, Peer-to-peer Social Networks, Virtual Presence, Virtual Worlds Massively Multiplayer Online Games, VOIP - Internet Telephony and Mobile Internet. Establishing relationships and technological innovations significantly affect the shortening of business cycles and thus the importance of creating competitive advantages in the hospitality industry of Croatia. © 2011 IEEE.",e-marketing; hospitality; web 2.0 technology,Competition; Distributed computer systems; Economics; Electrical engineering; Hotels; Interactive computer graphics; Internet; Internet telephony; Local area networks; Management; Managers; Parallel architectures; Purchasing; Research; Reservation systems; Sales; Social networking (online); Strategic planning; Telecommunication networks; Telephone systems; User interfaces; Virtual reality; Web services; Business cycles; Buying behavior; Competitive advantage; Croatia; Croatians; E-marketing; Economic condition; European economy; hospitality; Hospitality industry; Hospitality markets; Instant messaging; Interactive communications; Internet relay chat; Marketing information system; Marketing strategy; Massively multi-player online games; Mobile Internet; New forms; Object management; Open Access; Peer to peer; Social bookmarking; Social network services; Social Networks; Technological innovation; Technological system; Telephone calls; Virtual presence; Virtual worlds; Web 2.0; Weblogs; Peer to peer networks,
Irshad S.; Awang D.R.B.,"Irshad, Shafaq (25230270400); Awang, Dayang Rohaya Bt (57193062614)",25230270400; 57193062614,User perception on Mobile Augmented Reality as a marketing tool,2016,"2016 3rd International Conference on Computer and Information Sciences, ICCOINS 2016 - Proceedings",,,7783198,109,113,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010402368&doi=10.1109%2fICCOINS.2016.7783198&partnerID=40&md5=3edd9673f812827b638f587055fcb753,"Advancement in mobile information technology and the rapid growth of Internet over the past decade have substantially changed the end-user interacting environment. Therefore, it is appropriate to review the measures of user perception with latest information systems technology, especially in a mobile-based augmented reality environment, that has completely revolutionized the way of accessing and interacting with information thus invoking new experiences for users all around the world. The objective of this research is to investigate the perceived user perception of Mobile Augmented Reality (MAR). The results of this study show a remarkable positive perception of respondents regarding MAR in advertisement and marketing. © 2016 IEEE.",,Commerce; Information science; Marketing; End users; Marketing tools; Mobile augmented reality; Rapid growth; User perceptions; Augmented reality,Institute of Electrical and Electronics Engineers Inc.
